operator_id,inefficiency_score,rule1,rule2,rule3,rule4,rule5,total_incoming_calls,missed_rate_incoming_pct,avg_wait_time_incoming_sec,total_outgoing_calls,missed_rate_outgoing_pct,zero_outgoing_ratio_pct,prop_outgoing
888406,4,1,0,1,1,1,9.0,11.11111111111111,43.666666666666664,6.0,83.33333333333334,83.33333333333334,0.4
918888,4,1,0,1,1,1,8.0,12.5,9.375,3.0,100.0,100.0,0.2727272727272727
926872,3,1,0,1,1,0,24.0,12.5,1.7083333333333333,7.0,57.14285714285714,57.14285714285714,0.22580645161290322
962904,3,0,0,1,1,1,0.0,0.0,0.0,2.0,100.0,100.0,1.0
890226,3,0,0,1,1,1,3.0,0.0,27.333333333333332,3.0,100.0,100.0,0.5
883018,3,0,0,1,1,1,0.0,0.0,0.0,2.0,100.0,100.0,1.0
928382,3,1,0,1,1,0,9.0,11.11111111111111,4.333333333333333,9.0,55.55555555555556,55.55555555555556,0.5
933986,3,1,0,1,1,0,14.0,7.142857142857142,27.785714285714285,8.0,50.0,50.0,0.36363636363636365
933996,3,0,0,1,1,1,4.0,0.0,25.5,7.0,85.71428571428571,85.71428571428571,0.6363636363636364
918958,3,0,0,1,1,1,1.0,0.0,37.0,1.0,100.0,100.0,0.5
919418,3,0,0,1,1,1,0.0,0.0,0.0,2.0,100.0,100.0,1.0
932246,3,0,0,1,1,1,0.0,0.0,0.0,1.0,100.0,100.0,1.0
959596,3,0,0,1,1,1,0.0,0.0,0.0,9.0,88.88888888888889,88.88888888888889,1.0
921104,3,0,0,1,1,1,6.0,0.0,32.5,3.0,100.0,100.0,0.3333333333333333
936296,3,0,0,1,1,1,0.0,0.0,0.0,3.0,100.0,100.0,1.0
918988,3,0,0,1,1,1,1.0,0.0,13.0,1.0,100.0,100.0,0.5
954378,3,0,0,1,1,1,0.0,0.0,0.0,1.0,100.0,100.0,1.0
906076,3,0,1,0,1,1,24.0,0.0,871.75,1.0,100.0,100.0,0.04
905862,3,1,0,0,1,1,102.0,14.705882352941178,66.04901960784314,1.0,100.0,100.0,0.009708737864077669
937772,3,0,0,1,1,1,0.0,0.0,0.0,1.0,100.0,100.0,1.0
937872,3,0,0,1,1,1,0.0,0.0,0.0,1.0,100.0,100.0,1.0
937778,3,0,0,1,1,1,0.0,0.0,0.0,1.0,100.0,100.0,1.0
909308,3,0,0,1,1,1,0.0,0.0,0.0,15.0,100.0,100.0,1.0
898434,3,0,0,1,1,1,0.0,0.0,0.0,7.0,85.71428571428571,85.71428571428571,1.0
909134,3,0,1,0,1,1,196.0,0.5102040816326531,165.08673469387756,5.0,100.0,100.0,0.024875621890547265
895266,3,0,0,1,1,1,2.0,0.0,10.0,1.0,100.0,100.0,0.3333333333333333
952196,3,0,0,1,1,1,2.0,0.0,12.0,1.0,100.0,100.0,0.3333333333333333
937898,3,1,0,1,1,0,9.0,22.22222222222222,45.111111111111114,26.0,76.92307692307693,76.92307692307693,0.7428571428571429
896014,3,0,0,1,1,1,14.0,0.0,18.142857142857142,6.0,83.33333333333334,83.33333333333334,0.3
908834,3,0,1,0,1,1,23.0,0.0,197.30434782608697,1.0,100.0,100.0,0.041666666666666664
954318,3,0,0,1,1,1,1.0,0.0,4.0,1.0,100.0,100.0,0.5
954376,3,0,0,1,1,1,0.0,0.0,0.0,1.0,100.0,100.0,1.0
913868,3,0,0,1,1,1,19.0,0.0,48.0,11.0,100.0,100.0,0.36666666666666664
937770,3,0,0,1,1,1,0.0,0.0,0.0,1.0,100.0,100.0,1.0
894934,3,0,0,1,1,1,0.0,0.0,0.0,19.0,94.73684210526315,94.73684210526315,1.0
894230,3,0,0,1,1,1,0.0,0.0,0.0,1.0,100.0,100.0,1.0
894226,3,0,0,1,1,1,0.0,0.0,0.0,4.0,100.0,100.0,1.0
893700,3,0,0,1,1,1,0.0,0.0,0.0,6.0,50.0,83.33333333333334,1.0
891976,3,0,0,1,1,1,0.0,0.0,0.0,2.0,100.0,100.0,1.0
937716,3,0,0,1,1,1,0.0,0.0,0.0,1.0,100.0,100.0,1.0
937368,3,1,0,0,1,1,22.0,18.181818181818183,60.59090909090909,2.0,50.0,100.0,0.08333333333333333
937366,3,0,0,1,1,1,3.0,0.0,86.0,1.0,100.0,100.0,0.25
914272,3,0,0,1,1,1,0.0,0.0,0.0,1.0,100.0,100.0,1.0
914626,3,0,0,1,1,1,0.0,0.0,0.0,1.0,100.0,100.0,1.0
914870,3,0,0,1,1,1,5.0,0.0,22.0,3.0,100.0,100.0,0.375
957022,3,0,0,1,1,1,0.0,0.0,0.0,6.0,83.33333333333334,83.33333333333334,1.0
885682,3,0,0,1,1,1,0.0,0.0,0.0,3.0,100.0,100.0,1.0
946454,3,0,0,1,1,1,0.0,0.0,0.0,13.0,100.0,100.0,1.0
945898,3,0,0,1,1,1,0.0,0.0,0.0,3.0,100.0,100.0,1.0
946072,3,0,0,1,1,1,0.0,0.0,0.0,1.0,100.0,100.0,1.0
902238,3,0,0,1,1,1,1.0,0.0,8.0,1.0,100.0,100.0,0.5
945074,3,0,0,1,1,1,0.0,0.0,0.0,3.0,100.0,100.0,1.0
945046,3,1,1,1,0,0,58.0,6.896551724137931,136.6551724137931,27.0,40.74074074074074,40.74074074074074,0.3176470588235294
946988,3,0,0,1,1,1,3.0,0.0,17.0,5.0,100.0,100.0,0.625
970258,3,0,0,1,1,1,0.0,0.0,0.0,1.0,100.0,100.0,1.0
924572,3,0,0,1,1,1,0.0,0.0,0.0,1.0,100.0,100.0,1.0
924614,3,0,0,1,1,1,6.0,0.0,9.5,16.0,100.0,100.0,0.7272727272727273
964712,3,0,0,1,1,1,3.0,0.0,42.0,6.0,83.33333333333334,83.33333333333334,0.6666666666666666
970244,3,0,0,1,1,1,2.0,0.0,81.0,1.0,100.0,100.0,0.3333333333333333
